name,id,principal,agent,date formed,status,type,street,city,state,zip
"LAW OFFICES OF JAMES O. GASTON, LLC",1195960,JAMES O. GASTON,JAMES O. GASTON,01/27/2016,Active,Domestic Limited Liability Company,239 GOLDEN HILL STREET,BRIDGEPORT,CT,6604
"LAW OFFICES OF JAMES P. BLANCHFIELD, LLC",830930,JAMES P. BLANCHFIELD,JAMES P. BLANCHFIELD,08/16/2005,Dissolved,Domestic Limited Liability Company,"929 WHITE PLAINS RD, #326",TRUMBULL,CT,6611
"LAW OFFICES OF JAMES P. STECK, LLC",1059879,JAMES P. STECK,JAMES P. STECK,01/26/2012,Active,Domestic Limited Liability Company,175 PROSPECT STREET,TORRINGTON,CT,6790
"LAW OFFICES OF JAMES R. HELMS, LLC",971392,JAMES R. HELMS,"CENTRAL CONNECTICUT HOLDINGS, LLC",05/06/2009,Active,Domestic Limited Liability Company,23 MAPLE EDGE DRIVE,BLOOMFIELD,CT,6002
"LAW OFFICES OF JAMES R. WITTSTEIN, LLC",853140,JAMES R. WITTSTEIN,JAMES R. WITTSTEIN,03/17/2006,Active,Domestic Limited Liability Company,341 MELVILLE AVENUE,FAIRFIELD,CT,6825
LAW OFFICES OF JAMES S BROWNSTEIN LLC,1052330,JAMES S BROWNSTEIN,JAMES S BROWNSTEIN,10/27/2011,Active,Domestic Limited Liability Company,"ONE BRADLEY RD, STE 305",WOODBRIDGE,CT,6525
LAW OFFICES OF JAMES T. MAYE LLC,603944,JAMES T. MAYE,JAMES T MAYE,10/06/1998,Active,Domestic Limited Liability Company,"111 EAST AVE, STE 101",NORWALK,CT,6851
"LAW OFFICES OF JAMES W. ABRAMS, LLC",639303,JAMES W. ABRAMS,JAMES ABRAMS,01/03/2000,Dissolved,Domestic Limited Liability Company,45 FAIR STREET,WALLINGFORD,CT,6492
"LAW OFFICES OF JAMES WU, LLC",592640,JAMES WU,"JAMES WU, ESQ.",05/13/1998,Active,Domestic Limited Liability Company,1 MOSS AVENUE,DANBURY,CT,6810
"LAW OFFICES OF JAN A. MARCUS, LLC",818787,JAN A. MARCUS,JAN A. MARCUS,04/21/2005,Dissolved,Domestic Limited Liability Company,10 MIDDLE STREET 7TH FLOOR,BRIDGEPORT,CT,6604
"LAW OFFICES OF JANE R MARSH, LLC",574745,JANE R MARSH,JANE R. MARSH,10/24/1997,Active,Domestic Limited Liability Company,6 ELM ST.,DEEP RIVER,CT,6417
"LAW OFFICES OF JANICE N. MACK ATTORNEYS AT LAW, P.C.",285108,,JANICE N MACK,04/01/1993,Forfeited,Domestic Stock Corporation,"SUITE 201, 29 WEST MAIN STREET",MERIDEN,CT,6450
"LAW OFFICES OF JAROD F. PROTO, LLC",1047107,JAROD F. PROTO,JAROD F. PROTO,08/25/2011,Active,Domestic Limited Liability Company,11 WATERVILLE RD,FARMINGTON,CT,6032
"LAW OFFICES OF JASON ELLIS PERRY, LLC",698198,JASON E. PERRY,JASON E. PERRY,12/05/2001,Active,Domestic Limited Liability Company,918 TOWN COLONY DRIVE,MIDDLETOWN,CT,6457
"LAW OFFICES OF JASON G. DEGENARO, LLC",959925,JASON G. DEGENARO,JASON G. DEGENARO,01/13/2009,Active,Domestic Limited Liability Company,29 WATER STREET,GUILFORD,CT,6437
LAW OFFICES OF JASON L. MCCOY LLC,1047856,JASON L. MCCOY,"JASON L. MCCOY, ESQ.",09/06/2011,Active,Domestic Limited Liability Company,280 TALCOTTVILLE RD.,VERNON,CT,6066
"LAW OFFICES OF JASON M. LIPSKY, L.L.C.",816542,JASON M. LIPSKY,JASON M. LIPSKY,03/31/2005,Active,Domestic Limited Liability Company,218 PLANK ROAD,WATERBURY,CT,6705
"LAW OFFICES OF JASON P. GLADSTONE, L.L.C.",915165,JASON P. GLADSTONE,DANA GLADSTONE,10/09/2007,Active,Domestic Limited Liability Company,"125 MAIN STREET, SUITE 440",WESTPORT,CT,6880
"LAW OFFICES OF JEANNINE M. WYSZKOWSKI, LLC",852742,JEANNINE WYSZKOWSKI,JOY PATTERSON,03/13/2006,Dissolved,Domestic Limited Liability Company,5 ABBY LANE,ESSEX,CT,6426
"LAW OFFICES OF JEFFREY A. ASHER, L.L.C.",703832,JEFFREY A. ASHER,JEFFREY A. ASHER,01/30/2002,Active,Foreign Limited Liability Company,33 PURDY ROAD EAST,NORWALK,CT,6860
"LAW OFFICES OF JEFFREY A. BRINE, LLC",1063529,JEFFREY A. BRINE,JEFFREY ALAN BRINE,02/24/2012,Active,Domestic Limited Liability Company,3 SUNNY SLOPE DRIVE,WEST HARTFORD,CT,6117
"LAW OFFICES OF JEFFREY HELLMAN, LLC",1073096,JEFFREY HELLMAN,JEFFREY HELLMAN,05/23/2012,Active,Domestic Limited Liability Company,"195 CHURCH STREET, 10TH FL",NEW HAVEN,CT,6510
"LAW OFFICES OF JEFFREY J. HOLLEY, LLC",1113590,JEFFREY J HOLLEY,JEFFREY J. HOLLEY,07/23/2013,Active,Domestic Limited Liability Company,"20 WATERBURY ROAD, 1ST FLOOR",PROSPECT,CT,6712
"LAW OFFICES OF JEFFREY P. CUGNO, LLC",730267,JEFFREY P. CUGNO,JEFFREY P. CUGNO,11/01/2002,Active,Domestic Limited Liability Company,34 CHATHAM ROAD,KENSINGTON,CT,6037
"LAW OFFICES OF JENNIFER G. THAMPAN, LLC",1037086,JENNIFER G THAMPAN,"THE LAW OFFICE OF ABDUL R. ABDURAHMAN, LLC",05/03/2011,Active,Domestic Limited Liability Company,1100 NEW BRITAIN AVE STE 107,WEST HARTFORD,CT,6110
"LAW OFFICES OF JENNIFER LARESE, LLC",949466,JENNIFER LARESE,JENNIFER LARESE,09/11/2008,Active,Domestic Limited Liability Company,33 BULLET HILL RD,SOUTHBURY,CT,6488
"LAW OFFICES OF JENNIFER M. CELENTANO, LLC",744409,JENNIFER M. CELENTANO,JESSICA A. RANCIATO,03/31/2003,Active,Domestic Limited Liability Company,17 NORWAY ROAD,NORTH HAVEN,CT,6473
"LAW OFFICES OF JENNIFER MONGILLO, LLC",1115939,JENNIFER BADAMO,JENNIFER BADAMO,08/12/2013,Active,Domestic Limited Liability Company,42 COMMODORE COMMMONS COURT,DERBY,CT,6418
"LAW OFFICES OF JEROME A. LACOBELLE, LLC",560163,"JEROME A. LACOBELLE, JR.","JEROME A. LACOBELLE, JR.",04/08/1997,Active,Domestic Limited Liability Company,537 WASHINGTON AVENUE,WEST HAVEN,CT,6516
"LAW OFFICES OF JEROME D. LEVINE, LLC",865036,JEROME D. LEVINE,"JEROME D. LEVINE, ESQUIRE",07/17/2006,Dissolved,Domestic Limited Liability Company,"281 HARTFORD TURNPIKE, STE. 501",VERNON,CT,6066
"LAW OFFICES OF JERRY P. PADULA, LLC",697281,JERRY P. PADULA,JERRY P. PADULA,11/27/2001,Dissolved,Domestic Limited Liability Company,248 HIGHLAND DRIVE,WATERBURY,CT,6708
"LAW OFFICES OF JILL E. ALWARD, LLC",1236668,JILL ALWARD,JILL E. ALWARD,04/25/2017,Active,Domestic Limited Liability Company,"2490 BLACK ROCK TURNPIKE, #309",FAIRFIELD,CT,6825
"LAW OFFICES OF JILL HARTLEY, LLC",896814,JILL HARTLEY,JILL HARTLEY,04/20/2007,Active,Domestic Limited Liability Company,"998 FARMINGTON AVE, SUITE 218",WEST HARTFORD,CT,6107
"LAW OFFICES OF JILL K. LEVIN, LLC",1129559,JILL K. LEVIN,LAW OFFICES OF NAIR & LEVIN P.C.,01/06/2014,Active,Domestic Limited Liability Company,883 FARMINGTON AVENUE,BERLIN,CT,6037
"LAW OFFICES OF JOAN RUTH GOOD, ESQ. LLC",578667,JOAN R. GOOD,JOAN R. GOOD,12/18/1997,Active,Domestic Limited Liability Company,10 SPRINGDALE RD.,CROMWELL,CT,6416
"LAW OFFICES OF JODI ZILS GAGNE, LLC",855901,JODI ZILS GAGNE,JODI ZILS GAGNE,04/06/2006,Active,Domestic Limited Liability Company,80 WEST STREET,BRISTOL,CT,6010
LAW OFFICES OF JOEL D. MUHLBAUM LLC,976611,JOEL D. MUHLBAUM,DATA REPORTING CORP.,07/07/2009,Active,Domestic Limited Liability Company,1100 SUMMER ST.,STAMFORD,CT,6905
LAW OFFICES OF JOHN A. BLAZI LLC,726443,JOHN A. BLAZI,JOHN A. BLAZI,09/19/2002,Active,Domestic Limited Liability Company,786 CHASE PARKWAY,WATERBURY,CT,6708
"LAW OFFICES OF JOHN B. CANTARELLA, LLC",753516,JOHN B. CANTARELLA,JOHN CANTARELLA,07/03/2003,Active,Domestic Limited Liability Company,"999 ASYLUM AVE., 2ND FLOOR",HARTFORD,CT,6105
"LAW OFFICES OF JOHN DELBUONO, LLC",774489,JOHN DELBUONO,JOHN DELBUONO,02/17/2004,Active,Domestic Limited Liability Company,615 NORTHFIELD ROAD,WATERTOWN,CT,6795
LAW OFFICES OF JOHN D. IVERS JR. LLC,812529,JOHN IVERS,JOHN IVERS,02/23/2005,Active,Domestic Limited Liability Company,658 BROAD ST,MERIDEN,CT,6450
"LAW OFFICES OF JOHN J. NAZZARO, L.L.C.",598652,JOHN J. NAZZARO,JOHN J. NAZZARO,07/28/1998,Dissolved,Domestic Limited Liability Company,164 HEMPSTEAD ST,NEW LONDON,CT,6320
"LAW OFFICES OF JOHN K. COHANE, P.C.",739868,JOHN K. COHANE,JOHN K. COHANE,02/13/2003,Active,Domestic Stock Corporation,883 BLACK ROCK TURNPIKE,FAIRFIELD,CT,6825
"LAW OFFICES OF JOHN L. BOLTON, LLC",636418,,JOHN L. BOLTON,12/02/1999,Active,Domestic Limited Liability Company,"360 FAIRFIELD AVENUE, SUITE 200",BRIDGEPORT,CT,6604
"LAW OFFICES OF JOHN R. LOGAN, LLC",663813,JOHN R LOGAN,JOHN R. LOGAN,10/18/2000,Active,Domestic Limited Liability Company,62 COOK STREET,TORRINGTON,CT,6795
"LAW OFFICES OF JOHN T. DEL NEGRO, LLC",836695,JOHN T. DEL NEGRO,JOHN T. DEL NEGRO,10/14/2005,Active,Domestic Limited Liability Company,71 NOOK FARMS ROAD,WINDSOR,CT,6095
LAW OFFICES OF JOHN T. LOFORESE LLC,599592,JOHN THOMAS LOFORESE,JOHN T. LOFORESE,08/11/1998,Active,Domestic Limited Liability Company,640 WEST PUTNAM AVENUE,GREENWICH,CT,6830
"LAW OFFICES OF JOHN W. BUTTS, LLC",974393,JOHN W. BUTTS,JOHN W. BUTTS,06/10/2009,Dissolved,Domestic Limited Liability Company,151 BROADWAY,COLCHESTER,CT,6415
"LAW OFFICES OF JOHN W. CALLAHAN, LLC",736344,JOHN W. CALLAHAN,JOHN W. CALLAHAN,01/09/2003,Active,Domestic Limited Liability Company,"220 MAIN STREET, UNIT 2F",NEW HARTFORD,CT,6057
"LAW OFFICES OF JONATHAN E. SPODNICK, LLC",793390,JONATHAN E. SPODNICK,"RICHARD V. BORTOLOT, JR.",08/09/2004,Active,Domestic Limited Liability Company,672 WHITE PLAINS ROAD,TRUMBULL,CT,6611
"LAW OFFICES OF JONATHAN I. RAPOPORT, LLC",662745,,JONATHAN I. RAPOPORT,10/04/2000,Dissolved,Domestic Limited Liability Company,750 SUMMER STREET,STAMFORD,CT,6901
"LAW OFFICES OF JON C. LEARY & ASSOCIATES, LLC",1040109,JON C. LEARY,JON C. LEARY,06/07/2011,Active,Domestic Limited Liability Company,"675 BERLIN TPKE, 2ND FL",BERLIN,CT,6037
"LAW OFFICES OF JON E. JESSEN, LLC",680589,JON E. JESSEN,"JON E. JESSEN, ESQ.",05/03/2001,Active,Domestic Limited Liability Company,"68 SOUTHFIELD AVENUE, 2 STAMFORD LANDING, 2 STAMFORD LANDING",STAMFORD,CT,6902
LAW OFFICES OF JOSEPH A. BRODER LLC,770930,JOSEPH A. BRODER,JOSEPH A. BRODER,01/12/2004,Dissolved,Domestic Limited Liability Company,"151 BROADWAY, P.O. BOX 270",COLCHESTER,CT,6415
"LAW OFFICES OF JOSEPH B. WILLIAMS, LLC",966520,JOSEPH B. WILLIAMS,JOSEPH B. WILLIAMS,03/19/2009,Active,Domestic Limited Liability Company,"1200 SUMMER ST, SUITE 201C",STAMFORD,CT,6905
"LAW OFFICES OF JOSEPH J. D'AGOSTINO, JR., LLC",585486,JOSEPH J. D'AGOSTINO JR.,ATTORNEY MARK F. VOLPE,03/06/1998,Dissolved,Domestic Limited Liability Company,"1062 BARNES ROAD, SUITE 304",WALLINGFORD,CT,6437
LAW OFFICES OF JOSEPH M. KENNEDY L.L.C.,634324,JOSEPH M. KENNEDY,JOSEPH M. KENNEDY,11/04/1999,Dissolved,Domestic Limited Liability Company,423 ROB ROY LANE,WEST HAVEN,CT,6516
"LAW OFFICES OF JOSEPH M. KENNEDY, P.C.",538807,,JOSEPH M. KENNEDY,07/16/1996,Dissolved,Domestic Stock Corporation,,,,
"LAW OFFICES OF JOSEPH M. SOLIMENE, LLC",1072308,JOSEPH M. SOLIMENE,JOSEPH M. SOLIMENE,05/16/2012,Active,Domestic Limited Liability Company,"2 LINSLEY STREET, SUITE 205",NORTH HAVEN,CT,6473
"LAW OFFICES OF JOSEPH P. HADDAD, LLC",690427,JOSEPH HADDAD,JOSEPH P. HADDAD,09/05/2001,Dissolved,Domestic Limited Liability Company,"144 GOLDEN HILL ST, STE 203",BRIDGEPORT,CT,6604
"LAW OFFICES OF JOSEPH R. MIRRIONE, LLC",744215,JOSEPH R. MIRRIONE,JOSEPH R. MIRRIONE,03/26/2003,Active,Domestic Limited Liability Company,27 ELM STREET,NEW HAVEN,CT,6510
"LAW OFFICES OF JOSHUA B. KONS, LLC",1118013,JOSHUA B. KONS,JOSHUA B. KONS,09/03/2013,Active,Foreign Limited Liability Company,92 HOPMEADOW STREET,WEATOGUE,CT,6089
"LAW OFFICES OF JOSHUA H. DRAZEN, LLC",1003203,JOSHUA H. DRAZEN,JOSHUA H. DRAZEN,04/28/2010,Active,Domestic Limited Liability Company,"175 SOUTH END ROAD, C-16",EAST HAVEN,CT,6512
"LAW OFFICES OF J. THOMAS VINCENT, LLC",644135,J. THOMAS VINCENT,J. THOMAS VINCENT,02/23/2000,Active,Domestic Limited Liability Company,"28 N MAIN ST, STE 203",WEST HARTFORD,CT,6107
"LAW OFFICES OF JULIE E. BURT, LLC",869248,JULIE E BURT,JULIE E. BURT,08/11/2006,Active,Domestic Limited Liability Company,128 GARDEN STREET,FARMINGTON,CT,6032
"LAW OFFICES OF JUSTIN J. SARGIS, LLC",1048530,JUSTIN SARGIS,JUSTIN JOHN SARGIS,09/14/2011,Active,Domestic Limited Liability Company,"67 RUSS STREET, 3RD FLOOR",HARTFORD,CT,6106
"LAW OFFICES OF JUSTINO ROSADO, L.L.C.",788636,JUSTINO ROSADO,JUSTINO ROSADO,06/24/2004,Dissolved,Domestic Limited Liability Company,461 GURDON STREET,BRIDGEPORT,CT,6606
"LAW OFFICES OF JUSTIN T. SMITH, LLC",978286,JUSTIN T. SMITH,DAVID C. KINNEY,07/23/2009,Dissolved,Domestic Limited Liability Company,383 ORANGE STREET,NEW HAVEN,CT,6511
"LAW OFFICES OF KARA KELLY DEROSA, LLC",902807,KARA KELLY DEROSA,"KARA KELLY DEROSA, ESQ.",06/13/2007,Active,Domestic Limited Liability Company,657 ORANGE CENTER ROAD,ORANGE,CT,6477
"LAW OFFICES OF KAREN DEMARTINO, LLC",871155,KAREN DEMARTINO,KAREN DEMARTINO,08/30/2006,Active,Domestic Limited Liability Company,4 HOPKINS DRIVE,NEW HAVEN,CT,6512
LAW OFFICES OF KAREN M. RIGGIO LLC,826546,KAREN M. RIGGIO,KAREN M. RIGGIO,06/30/2005,Active,Domestic Limited Liability Company,20 SHERWOOD ROAD,STAMFORD,CT,6905
"LAW OFFICES OF KAREN REYNOLDS, LLC",1106355,KAREN REYNOLDS,KAREN REYNOLDS,05/09/2013,Active,Domestic Limited Liability Company,799 SILVER LANE,TRUMBULL,CT,6611
"LAW OFFICES OF KAREN S. POIRIER, LLC",1090960,KAREN S. POIRIER,KAREN S. POIRIER,12/05/2012,Active,Domestic Limited Liability Company,"67 RUSS STREET, 3RD FLOOR",HARTFORD,CT,6106
"LAW OFFICES OF KATHLEEN D. STINGLE, LLC",566029,KATHLEEN D. STINGLE,KATHLEEN D. STINGLE,07/01/1997,Active,Domestic Limited Liability Company,280 MAIN STREET,MANCHESTER,CT,6040
"LAW OFFICES OF KATHLEEN M. CONWAY, L.L.C.",578124,KATHLEEN M. CONWAY,KATHLEEN M. CONWAY,12/12/1997,Active,Domestic Limited Liability Company,385 ORANGE ST.,CHICAGO,CT,6511
"LAW OFFICES OF KATHRYN L. BRAUN, LLC",639336,KATHRYN L. BRAUN,"LAW OFFICES OF DANIEL GREENBERG, LLC",01/03/2000,Dissolved,Domestic Limited Liability Company,1212 POST ROAD,FAIRFIELD,CT,6824
"LAW OFFICES OF KATHRYN R. SYLVESTER, L.L.C.",1217934,KATHRYN SYLVESTER,KATHRYN SYLVESTER,09/28/2016,Active,Domestic Limited Liability Company,55 OLD AMITY ROAD,BETHANY,CT,6524
"LAW OFFICES OF KAUTHER S. BADR, PLLC",1256985,KAUTHER S. BADR,KAUTHER S. BADR,11/30/2017,Active,Domestic Limited Liability Company,"900 MIX AVE, 50, 50",HAMDEN,CT,6514
"LAW OFFICES OF KEENAN MCMAHON, LLC",1053018,KEENAN MCMAHON,KEENAN MCMAHON,11/03/2011,Active,Domestic Limited Liability Company,"33 RIVERSIDE AVENUE, 4TH FLOOR",WESTPORT,CT,6880
LAW OFFICES OF KEITH V. SITTNICK LLC,863797,KEITH V. SITTNICK,KEITH V. SITTNICK,06/19/2006,Active,Domestic Limited Liability Company,338 SHORE DRIVE,BRANFORD,CT,6405
"LAW OFFICES OF KEN FRIEDMAN, LLC",759059,KENNETH I. FRIEDMAN,KENNETH I. FRIEDMAN,09/08/2003,Active,Domestic Limited Liability Company,2389 MAIN STREET,GLASTONBURY,CT,6033
"LAW OFFICES OF KENNETH A. THOMAS MD,JD, LLC",1061354,KENNETH A. THOMAS,KENNETH A. THOMAS,02/03/2012,Dissolved,Domestic Limited Liability Company,15 TWINBROOK DR,WOODBRIDGE,CT,6525
"LAW OFFICES OF KENNETH D. WALLACE, P.C.",77253,,BETTY C. WALLACE,07/03/1978,Dissolved,Domestic Stock Corporation,947 SMITH RIDGE RD,NEW CANAAN,CT,6840
"LAW OFFICES OF KENNETH E. CAISSE, LLC",1223692,KENNETH E. CAISSE,KENNETH E. CAISSE,12/05/2016,Active,Domestic Limited Liability Company,82 CHELSEA HARBOR DR,NORWICH,CT,6360
"LAW OFFICES OF KENNETH J. PAPA, L.L.C.",627728,KENNETH J. PAPA,KENNETH J. PAPA,08/11/1999,Active,Domestic Limited Liability Company,762 BOSTON POST ROAD,MADISON,CT,6443
"LAW OFFICES OF KENNETH M. NICOLL, LLC",762869,KENNETH M. NICOLL,ATTORNEY MICAHEL R. KERIN,10/15/2003,Active,Domestic Limited Liability Company,112 BROAD ST.,MILFORD,CT,6460
"LAW OFFICES OF KENNETH P. MEAGHER, LLC",1223457,KENNETH P. MEAGHER,KENNETH P. MEAGHER,11/25/2016,Active,Domestic Limited Liability Company,43 STONECREST RD.,RIDGEFIELD,CT,6877
LAW OFFICES OF KERRY A. SOCHA LLC,962273,KERRY A. SOCHA,KERRY A. SOCHA,02/04/2009,Active,Domestic Limited Liability Company,"310 HARTFORD TURNPIKE, SUITE 4",VERNON,CT,6066
"LAW OFFICES OF KERRY JOSEPH ROBAIR, LLC",818271,KERRY J. ROBAIR,KERRY JOSEPH ROBAIR,04/15/2005,Active,Domestic Limited Liability Company,33 HIGH STREET,BRISTOL,CT,6010
"LAW OFFICES OF KERRY M. GLEASON, LLC",961234,KERRY M. GLEASON,KERRY M. GLEASON,01/27/2009,Active,Domestic Limited Liability Company,43 TRUMBULL STREET,NEW HAVEN,CT,6511
"LAW OFFICES OF KEVIN J. DALY, JR., L.L.C.",671118,"KEVIN J. DALY, JR.","KEVIN J. DALY, JR.",01/16/2001,Active,Domestic Limited Liability Company,22 CARDINAL LANE,WATERBURY,CT,6708
"LAW OFFICES OF KEVIN J. HECHT, P.C.",288028,"KEVIN J. HECHT, RICHARD BRUNO",KEVIN J HECHT,07/01/1993,Active,Domestic Stock Corporation,220 SOUTH MAIN ST.,CHESHIRE,CT,6410
"LAW OFFICES OF KIMBERLY A PISINSKI, LLC",1192064,KIMBERLY A. PISINSKI,JOHN PISINSKI,11/23/2015,Active,Domestic Limited Liability Company,"SUITE 118, 54 HAZARD AVENUE",ENFIELD,CT,6082
"LAW OFFICES OF KOWALSKI AND WOOD, P.C.",87747,,ROBERT A. WOOD ESQ,01/23/1979,Forfeited,Domestic Stock Corporation,P O BOX 909,AVON,CT,6001
"LAW OFFICES OF KRASNOW & KRASNOW, LLC",1239082,MARC KRASNOW,MARC KRASNOW,05/11/2017,Active,Domestic Limited Liability Company,35 CANNON ST.,BRIDGEPORT,CT,6604
"LAW OFFICES OF KRISTIN HOFFMAN, LLC",708921,KRISTIN HOFFMAN,YUHANG RONG,03/18/2002,Active,Domestic Limited Liability Company,"221 MAIN STREET, SUITE 501",HARTFORD,CT,6106
LAW OFFICES OF KUKK & ORTIZ-HAUSMANN,812910,,,02/28/2005,Recorded,General Partnership,"487 FEDERAL ROAD, 2ND FL.",BROOKFIELD,CT,6804
"LAW OFFICES OF KURT M. AHLBERG, LLC",1202978,"CARL A. GLAD, KURT M. AHLBERG",CARL A. GLAD,04/08/2016,Active,Domestic Limited Liability Company,2885 MAIN STREET,STRATFORD,CT,6614
"LAW OFFICES OF KURT M. AHLBERG, P.C.",1195458,,CARL A. GLAD,12/28/2015,Dissolved,Domestic Stock Corporation,,,,
"LAW OFFICES OF LAURA A. MCGEACHY, LLC",982042,LAURA A. MCGEACHY,LAURA A. MCGEACHY,09/04/2009,Active,Domestic Limited Liability Company,"60 LONG RIDGE ROAD, SUITE 202",STAMFORD,CT,6902
"LAW OFFICES OF LAURA M. MOONEY, LLC",610188,LAURA MUGGEO MOONEY,"JAMES P. MOONEY, ESQ.",12/31/1998,Dissolved,Domestic Limited Liability Company,"203 CHURCH STREET, P.O. BOX 31",NAUGATUCK,CT,6770
"LAW OFFICES OF LAWRENCE D. CHURCH, LLC",1229579,LAWRENCE CHURCH,LAWRENCE D. CHURCH,02/09/2017,Active,Domestic Limited Liability Company,"9 MOTT AVENUE, SUITE 307",NORWALK,CT,6850
LAW OFFICES OF LAWRENCE M. RIEFBERG LLC,1191402,LAWRENCE M. RIEFBERG,LAWRENCE M. RIEFBERG,11/24/2015,Active,Domestic Limited Liability Company,6 ERVIE DRIVE,DANBURY,CT,6811
"LAW OFFICES OF LEONARD B. BREN, LLC",1118306,LEONARD B. BREN,LEONARD B. BREN,09/19/2013,Active,Domestic Limited Liability Company,20 VANDERBILT RD,WEST HARTFORD,CT,6119
LAW OFFICES OF LEVINE & LEVINE LLC,1330898,"HARVEY LEVINE, JENNIFER LEVINE",JENNIFER LEVINE,12/23/2019,Active,Domestic Limited Liability Company,754 WEST MAIN STREET,NEW BRITAIN,CT,6053
"LAW OFFICES OF LEWIS D. BREY, LLC",926071,LEWIS D. BREY,LEWIS D. BREY,01/28/2008,Dissolved,Domestic Limited Liability Company,191 POST ROAD WEST,WESTPORT,CT,6880
"LAW OFFICES OF LINDA A. MARQUIS, LLC",674085,LINDA A. MARQUIS,LINDA A. MARQUIS,02/20/2001,Dissolved,Domestic Limited Liability Company,1 CORPORATE DRIVE,DANBURY,CT,6810
"LAW OFFICES OF LINDA A. URSIN, LLC",831728,LINDA A. URSIN,LINDA A. URSIN,08/24/2005,Active,Domestic Limited Liability Company,32 JACOBSON FARM RD,EAST HAMPTON,CT,6424
"LAW OFFICES OF LINDA K. BERTOLETTE, LLC",851378,LINDA K. BERTOLETTE,LINDA K. BERTOLETTE,03/06/2006,Active,Domestic Limited Liability Company,"65 LASALLE ROAD, SUITE 217",WEST HARTFORD,CT,6107
"LAW OFFICES OF LINDA K HERZNER, LLC",1167134,LINDA K HERZNER,LINDA K HERZNER,02/13/2015,Active,Domestic Limited Liability Company,5 PLUNGIS RD,WATERTOWN,CT,6795
LAW OFFICES OF LINDA M. TIRELLI PC,989920,,PETER LATHOURIS,12/07/2009,Active,Domestic Stock Corporation,,,,
"LAW OFFICES OF LINDA N. DEWHIRST, LLC",656693,LINDA N. DEWHIRST,"LINDA N. DEWHIRST, ESQ.",07/17/2000,Active,Domestic Limited Liability Company,48 GROVEWAY,CLINTON,CT,6413
"LAW OFFICES OF LINDA S. KAUFMAN, LLC",850947,LINDA S. KAUFMAN,LINDA S. KAUFMAN,02/27/2006,Active,Domestic Limited Liability Company,"1000 FARMINGTON AVE., SUITE 102",WEST HARTFORD,CT,6107
"LAW OFFICES OF LINNEA J. LEVINE, LLC",1052256,LINNEA J. LEVINE,"LINNEA J. LEVINE, ESQUIRE",10/26/2011,Active,Domestic Limited Liability Company,"191 POST ROAD WEST, 2ND FLOOR",WESTPORT,CT,6880
"LAW OFFICES OF LINNEA J. LEVINE, P.C.",528550,"JOAN C. MOONEY, LINNEA J. LEVINE",LINNEA J. LEVINE,01/11/1996,Dissolved,Domestic Stock Corporation,970 SUMMER ST.,STAMFORD,CT,6905
"LAW OFFICES OF LISA D. MITCHELL, LLC",741410,LISA D. MITCHELL,LISA D. MITCHELL,02/27/2003,Active,Domestic Limited Liability Company,"49 LEAVENWORTH STREET, SUITE 200",WATERBURY,CT,6702
"LAW OFFICES OF LISA KESSLER, LLC",1224363,LISA KESSLER,LISA KESSLER,12/13/2016,Active,Domestic Limited Liability Company,35 TALL PINES DRIVE,WESTON,CT,6883
"LAW OFFICES OF LISA KOTASEK, LLC",1295273,LISA KOTASEK,LISA KOTASEK,01/08/2019,Active,Domestic Limited Liability Company,21 JANICE ROAD,STAMFORD,CT,6905
"LAW OFFICES OF LISA KOTASEK, L.L.C.",918281,LISA KOTASEK,"LISA KOTASEK, ESQ.",11/07/2007,Dissolved,Domestic Limited Liability Company,70-3 DORA ST.,STAMFORD,CT,6902
"LAW OFFICES OF LISA M. BARRY, LLC",881933,LISA M. BARRY,"LISA M. BARRY, ESQ.",12/13/2006,Active,Domestic Limited Liability Company,5 GUN SHOT ROAD,WATERFORD,CT,6385
LAW OFFICES OF LISA PERKINS LLC,1165790,LISA PERKINS,LISA E. PERKINS,01/12/2015,Dissolved,Domestic Limited Liability Company,"543 PROSPECT AVE., 2ND FLOOR",HARTFORD,CT,6105
"LAW OFFICES OF L. KAY WILSON, LLP",616861,,,03/23/1999,Renunciated,Domestic Limited Liability Partnership,"50 FOUNDERS PLAZA, SUITE 101",EAST HARTFORD,CT,6108
"LAW OFFICES OF L. KAY WILSON, P.C.",641083,L. KAY WILSON,L. KAY WILSON,01/20/2000,Dissolved,Domestic Stock Corporation,2389 MAIN STREET,GLASTONBURY,CT,6033
LAW OFFICES OF LLOYD L. LANGHAMMER LLC,937358,LLOYD L. LANGHAMMER,LLOYD L. LANGHAMMER,05/06/2008,Active,Domestic Limited Liability Company,"38 GRANITE STREET, 3RD FLOOR",NEW LONDON,CT,6320
"LAW OFFICES OF LORI A. DASILVA-FIANO, LLC",1056921,LORI A. DASILVA-FIANO,LORI A. DASILVA-FIANO,12/23/2011,Active,Domestic Limited Liability Company,1882 MILL PLAIN ROAD,FAIRFIELD,CT,6824
"LAW OFFICES OF LOUIS KIEFER, P.C.",639529,LOUIS KIEFER,LOUIS KIEFER,01/04/2000,Dissolved,Domestic Stock Corporation,"21 OAK STREET, SUITE 310",HARTFORD,CT,6106
"LAW OFFICES OF LOUIS W. FLYNN, JR. AND ASSOCIATES LLC",1202860,"LOUIS W. FLYNN, JR.","LOUIS W. FLYNN, JR.",04/11/2016,Active,Domestic Limited Liability Company,9A PASCO DRIVE,EAST WINDSOR,CT,6088
